"place","service","","horrible","wait","staff","angry","acting","slow","","normal","till","brought","check","also","bought","question","addition","salsa","wanted","charge","another","basket","chips","typical","airport","robbery","extra","twist","suck","","","","","","","","","","","","","","","","","","","","","","","","",""
"hubby","wanted","","","mexican","","","location","","service","food","looking","around","waitress","flag","refills","even","check","table","filled","dirty","plates","even","dessert","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"went","lunch","wednesday","party","thirty","people","waitress","rude","refused","seat","","people","even","though","","less","half","full","worst","lined","stir","","table","","cockroach","running","pillar","next","area","","located","gross","going","","","","","","","","","","","","","","","","","","","","","",""
"looking","great","magic","illlusion","looking","good","cirque","","illusions","","writing","","maybe","criss","writing","scripts","focus","illusions","instead","felt","better","losing","","","slots","seated","audience","waiting","show","improve","","","","","","","","","","","","","","","","","","","","","","","","",""
"hours","door","said","opened","tuesday","sept","","","come","","need","done","sign","door","states","place","closed","today","","business","like","back","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"awful","service","wait","","minutes","","seated","crazy","busy","seemed","like","server","forgot","","waited","","minutes","drinks","hour","half","","food","even","basket","fries","speak","manager","kind","took","care","bill","food","great","just","recommend","location","","","","","","","","","","","","","","","","","","",""
"like","precooked","food","tacky","","found","right","place","frozen","garlic","bread","terrible","","bobby's","must","phobia","fresh","food","save","money","avoid","priced","disaster","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"devein","shrimp","","shrimp","poop","order","","back","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","service","energy","cold","fries","stale","cookie","wasnt","good","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","someone","look","roofs","community","initial","phone","call","","expressed","interest","working","","hour","past","appointed","time","passed","","called","","status","answer","","callback","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"first","time","","eaten","","station","last","chain","care","locations","equally","probally","care","quality","meat","tasted","like","sandwich","anything","like","thought","friend","dragged","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"closed","","","really","terrible","service","unheard","vegas","","","case","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","bruster's","want","love","really","reason","serving","size","suppose","spoiled","hometown","bruster's","cram","","cream","really","give","money's","worth","single","scoop","single","scoop","","also","","fact","make","","frozen","blasts","yogurt","something","hometown","bruster's","questions","hometown","anymore","","","","","","","","","","","","","","","","",""
"came","area","","lost","","stopped","coming","hair","dressers","like","andy","just","patience","","given","multiple","chances","","","right","coming","","back","month","month","just","anymore","believe","","another","","original","founder","place","","possibly","","helped","gain","","name","curpax","jypqyt","","","","","","","","","","","",""
"snottiest","arrogant","office","ever","waiting","","minutes","past","","time","without","much","sorry","running","late","like","glass","water","snotty","woman","comes","lectures","","special","","good","little","boys","girls","find","another","office","","","","","","","","","","","","","","","","","","","","","","",""
"","boycotter","","ambiance","serveur","agréable","mais","","jamais","","","montréal","","chargent","","pour","l'eau","ajoutée","pour","","espresso","allongé","","lieu","d'un","espresso","simple","quelle","","boycott","joint","nice","place","friendly","waiter","visibly","","tell","espresso","allongé","","espresso","","water","cheap","","","","","","","","","",""
"gross","tortilla","soup","tasted","like","vomit","","spoons","full","proceeded","throw","bathroom","never","eating","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","despite","working","close","last","time","come","asked","burger","cheese","","mustard","mayo","course","nothing","","burger","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"purchased","audi","","went","pick","","wait","","","shampoo","carpets","","nice","","wait","","still","feels","","days","later","didnt","disclose","roof","leaked","knew","cover","","carpets","also","purchased","december","didnt","disclose","","doesnt","work","beware","","artists","","","","","","","","","","","","","","",""
"went","birthday","december","","","servers","reminded","","short","staff","","times","nicely","wrote","review","called","talk","manager","manager","assured","general","manager","call","back","call","never","","back","really","","","people","tables","also","","","","staff","extremely","rude","","forgot","give","breakfast","free","","suck","sorry","","","","","","",""
"friday","morning","came","breakfast","coffee","","hockey","game","hours","","hours","game","gave","","drinks","food","still","waiting","","minutes","heck","ready","leave","make","","front","","insane","","tables","next","","came","","food","manager","must","used","crowds","terrible","","","","","","","","","","","","","","",""
"idiots","halloween","","cent","corn","dogs","","","really","","","right","","trip","grilled","cheese","special","","","guess","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"well","","hear","instead","ford","next","door","since","inside","","nicer","took","","brakes","made","","wait","","hours","tell","","back","order","estimated","time","frame","poor","customer","","came","back","","weeks","later","fixed","told","wash","","service","never","heard","","never","going","back","","","","","","","","","",""
"went","first","time","today","never","","back","place","busy","room","move","anyone","help","","either","waste","time","","place","nextdoor","called","fireworks","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"really","","paid","","crappy","","cuticles","bleeding","rushed","chair","someone","else","","","nails","time","","","ruined","baby","shower","saturday","wanted","","nails","done","expensive","nails","messed","never","","","","","","","","","","","","","","","","","","","","","","","","",""
"another","reason","west","coasters","stupid","comes","pizza","like","nello's","moved","tempe","asked","natives","pizza","good","said","nello's","ordered","vegetable","pizza","","sick","cheese","","spinach","tasted","rancid","crust","thin","","workers","typical","cool","","frat","","whose","","girls","gone","wild","","","","","","","","","","","","","",""
"walked","armload","clothes","girl","acted","dumb","answering","questions","yawned","rubbed","eyes","asked","padded","hangers","silk","shirts","just","shook","head","said","padded","hanger","shirt","said","wire","even","turn","around","look","referring","stomped","know","went","anyway","lost","shirt","couple","years","","","","","","","","","","","","","","","","",""
"many","times","","","naturally","wanted","","make","sure","just","night","tried","","times","","quality","sushi","","","sushi","smells","really","fishy","taste","fresh","last","time","tried","","really","sick","rolls","","boss","crunchy","supper","spicy","charlotte","roll","really","","","favorite","sushi","places","","","","","","","","","",""
"phoned","","","verify","address","woman","answered","phone","rudest","person","ever","spoken","phone","worked","","countries","","eagerly","pass","","","","friends","desert","mountain","county","club","business","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"airline","food","wife","equated","dishes","worst","","opening","westside","long","time","fatty","chicken","tracing","paper","thin","","beef","combo","less","desirable","","least","sorry","yoshinoya","seen","","","time","resturant","","","","","","","","","","","","","","","","","","","","","","","","",""
"lashes","looked","great","","days","","hours","dedicated","","","result","worth","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"rude","security","door","greeter","","","drive","","free","limo","give","","stars","possible","wasted","time","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"something","want","need","life","example","tight","butthole","looks","like","place","mess","sister","literally","said","throw","even","home","just","trust","it'll","just","shaking","head","anger","decor","great","ruins","service","seriously","","place","","","","","","","","","","","","","","","","","","","","","","","",""
"update","awful","","","several","hundred","dollars","wait","month","taxes","prepared","","","","said","look","","past","","still","heard","","","penalty","charges","wonder","post","awful","","worries","","months","true","nightmare","","","","","","","","","","","","","","","","","","","","",""
"terribly","long","wait","like","know","anyone","coming","","vegas","today","seemed","employees","people","waiting","line","shift","change","took","","hour","someone","else","commented","like","post","office","exactly","right","just","give","damn","rent","somewhere","else","matter","much","costs","","","","","","","","","","","","","","","","","",""
"","","service","worst","care","less","","","abound","give","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"food","","service","","stopped","","","port","","people","","good","review","bottled","root","beer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"good","excuse","paper","towels","window","cleaning","fluid","pumps","checked","multiple","units","couple","super","tiny","amount","fluid","enough","even","dampen","window","sponge","thingy","bone","","obvious","empty","quite","time","perfect","location","terrible","execution","basic","needs","travelers","","","","","","","","","","","","","","","","","","","",""
"worst","sushi","world","","grocery","store","better","sushi","fresh","","sick","","amazing","place","still","business","save","money","reason","offered","","","stay","healthy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"well","listened","","","good","","foot","long","dogs","hello","dogs","","","","","","chilli","tasted","canned","","","","impressed","staff","seem","organized","love","support","local","business","quality","service","like","cookout","across","street","probably","back","","","","","","","","","","","","","","","","",""
"update","sure","name","calling","really","addresses","","problems","listed","review","matter","basic","concept","customer","service","adult","world","petulant","reaction","comes","real","surprise","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"today","take","chicken","taco","salad","broccoli","salad","instead","lettuce","taste","good","","take","","horrible","cucumber","salad","lettuce","tomato","","shell","pico","","gallo","side","made","shell","soggy","","soggy","","","","","","","","","","","","","","","","","","","","","","","","",""
"just","","home","dozen","bagels","make","tell","","","bagels","human","hair","wear","freaking","hair","","flipping","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"online","order","pickup","fail","item","desk","waiting","waiting","going","online","order","pickup","process","fail","manager","","look","poor","process","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ordered","banana","royale","","","tiny","scoops","","cream","forgot","","whipped","cream","nuts","asked","","just","","whipped","cream","nuts","just","paid","","","stay","away","place","give","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","concept","","sports","","korean","cuisine","best","part","place","food","","","service","just","","hard","time","breaking","meat","bones","pork","bone","soup","never","happens","even","cheapest","korean","","","","","","","","","","","","","","","","","","","","","","","","","",""
"first","time","tried","","thought","decent","food","delivered","","time","ordered","take","lady","phone","said","","mins","food","ready","pickup","","waited","","","almost","left","walked","place","looks","dirty","took","food","anyways","","","food","looked","gross","prepared","properly","still","","taste","right","look","another","place","deliver","future","","","","","",""
"horrible","service","fine","dining","","wait","staff","mike","","","even","complete","quality","check","told","","sending","sommelier","instead","sent","bartender","clean","table","courses","provide","","something","clean","palates","","part","seemed","providing","patrons","higher","level","service","overall","food","service","worth","money","actual","building","beautiful","","","","","","","","","",""
"horrible","stay","away","went","fill","acrylic","nails","came","nails","looking","like","rocks","thick","even","","worried","watching","soccer","game","never","","back","terribly","","wish","giving","stars","option","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dirty","place","horrible","service","","","good","","crappy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"worst","service","center","ever","vehicle","almost","week","finally","look","engine","seized","","water","pump","recall","","handle","vehicles","size","shipping","","","rinse","repeat","","","","whole","process","","","fighting","paying","rental","fantastic","","","","","","","","","","","","","","","","","","","",""
"paid","","class","wash","","remover","","wasted","truck","still","dirty","left","returning","staff","rude","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"attended","friday","night","spent","","","meal","meal","frozen","chicken","kiev","","pile","rice","","small","slices","cooked","zucchini","brownie","bite","frosted","sugar","cookie","dessert","totally","expected","chicken","kiev","spinach","instead","","swiss","cheese","certainly","made","chef","worst","meal","ages","","difficult","follow","appeared","","","","","","","","","","",""
"never","","call","pieces","ready","pick","newspaper","article","said","pieces","disciacca","june","","went","june","","picked","contact","info","phone","website","","","","gift","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"place","obvious","scam","sold","used","truck","","","miles","called","certified","","owned","several","issues","within","month","brakes","","engine","take","back","","times","asked","cover","repairs","even","though","paid","multiple","fees","just","purchased","truck","","problem","","","ford","somewhere","else","certainly","","","","","","","","","","","",""
"came","last","night","late","dinner","greeted","rude","younger","girl","verbally","expressed","","came","late","","patrons","","complain","eating","","","certainly","take","business","somewhere","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"stand","walmart","walmart","always","busy","comes","time","close","huge","lines","","registers","open","close","self","check","like","gonna","help","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"says","friendly","thai","foods","good","tastes","great","crew","members","friendly","ordered","","","bowl","noodle","friend","","share","friend","able","finish","small","bowl","soup","","","empty","bowls","crew","member","serves","","said","","bowl","","person","rudely","never","going","back","","","","","","","","","","","","","",""
"","cover","many","people","move","expensive","drinks","","like","club","middle","arizona","trying","pretend","like","","scantily","clad","dancers","","overall","sleazy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"office","claimed","network","providers","dental","","actually","verified","office","several","times","time","claimed","network","provider","","sent","bill","","","provider","called","office","manager","","work","something","gave","","deal","","ruin","credit","save","hassle","","find","someone","honest","honorable","","","","","","","","","","","","","","",""
"","fitness","enjoyable","signed","thinking","getting","best","deal","unhappy","","workers","suggest","others","find","different","","unhappy","treated","tanning","salon","date","movie","room","smells","workout","machines","crowded","mention","everybody","working","goofing","around","front","desk","","renewed","","","","","","","","","","","","","","","","","","",""
"","horrible","","important","client","lunch","made","","","weeks","","refused","seat","","offered","nothing","return","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"watch","","combat","challenge","world","","just","told","walk","","","","","security","said","public","side","walk","patrons","inside","center","barrett","jackson","auto","auction","","treat","","family","members","visiting","world","worry","citizen","","elderly","walk","mile","","","","","","","","","","","","","","","","",""
"food","mediocre","best","waaaaaay","priced","customer","service","lousy","least","place","nice","clean","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","take","based","reviews","site","quite","expensive","","quality","like","","expect","crummy","delivery","places","around","delivered","costing","much","nice","meal","places","usually","think","good","chinese","places","decent","","sour","soup","stuff","thick","inedible","slop","straight","cheap","buffet","dunno","expecting","much","certainly","deliver","","","","","","","","","","","",""
"","available","anymore","night","service","finesse","waiter","hyper","rushed","sinigang","came","lukewarm","send","chicken","sisig","back","also","cold","","","things","available","buco","pandan","serving","generous","","glendale","west","covina","suppose","training","center","expected","good","service","needs","","","","","","","","","","","","","","","","","",""
"","unless","want","fricken","","balls","damaged","just","","done","yesterday","afternoon","woke","bright","","eyes","feel","like","scratched","eyeball","never","type","","really","upset","just","went","doctor","found","","scratches","eyes","","","","","","","","","","","","","","","","","","","","","","",""
"place","awful","","dive","","","employees","bringing","handful","frozen","buns","know","","kitchen","holding","shirt","even","care","allow","smoking","really","concerns","","food","","never","return","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"learn","properly","make","coffee","asked","venti","pike","place","","coffee","cream","sugar","third","time","guys","forgot","simple","part","cream","sugar","highly","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","pastry","pizza","","nutella","waste","money","nutella","chocolate","syrup","","","also","complain","argue","send","delivery","driver","back","pick","refund","","also","hang","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fillet","steak","tough","","thing","worthy","money","pork","dish","","group","enjoyed","dinner","mind","paying","","long","quality","food","meets","","take","advice","","waste","money","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"scammers","","horrible","","company","","airport","back","tracking","taking","tunnel","saying","shorter","","fare","turned","","","","away","happen","","","cabs","arguing","driver","paid","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dangerous","surgeon","left","family","member","bleeding","heavily","surgery","told","paperwork","asked","care","provide","adequate","","","surgery","wait","","hours","scheduled","start","time","start","surgery","","banich","sense","humor","seems","like","friendly","funny","","behavior","","care","patients","appalled","","","","","","","","","","","","","","","",""
"","star","family","long","wait","food","forgot","iced","","almost","","minutes","food","edible","solely","starving","","","portions","chicken","","","year","","","childrens","portion","chicken","","instead","patty","along","","penne","butter","","came","","","never","waste","time","another","cent","chain","","","","","","","","","",""
"yuck","","perverted","","","drinks","","vegas","girl","willing","","stage","","shots","poured","mouth","watching","drunk","girls","water","poured","luck","also","annoying","bartender","girls","yelling","","every","freakin","second","","","","","","","","","","","","","","","","","","","","","","","",""
"just","","minute","wait","","beyond","edible","salty","chicken","soggy","thin","","waffle","cold","cheesy","","","cheese","just","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"update","calling","nine","whole","business","days","finally","","agent","send","email","","still","correct","update","rating","send","ring","rectify","transfer","","times","","","receipt","","weeks","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","back","stopped","place","","large","sign","outside","saying","pedi","","well","come","find","pedi","also","","full","","","","pedi","","","","thru","pedi","tech","gets","","someone's","eyebrows","","worth","time","","","","","","","","","","","","","","","","","","","",""
"","","thai","chicken","bowl","white","rice","little","spicy","tasted","funny","edible","rice","great","stomach","issues","later","evening","stop","back","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"guys","charge","","","pieces","pickles","","small","pieces","","come","","servers","working","place","packed","plus","charge","","entrance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"prices","","high","clean","empty","","square","foot","home","moved","rate","charges","","never","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pizza","","overdone","much","flavor","sauce","also","","recommend","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"waited","line","deep","fried","oreo","greeted","","employee","whachu","wawnt","","deep","fried","oreo","twennie","","","","","","","shows","","aight","","","","thrown","general","direction","someone","else's","paid","","cents","thought","high","tail","kept","getting","stuck","behind","creepy","downtown","vegas","crackhead","lookin","people","","","need","needless","","oreos","worth"
"walking","","back","hellhole","","bless","fremont","street","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"husband","twice","must","","horrible","times","doctors","show","interest","care","office","staff","friendly","either","believe","even","business","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","place","","called","","","rescue","really","wanted","check","","mistake","didnt","","","drink","since","","","tenders","busy","","take","order","group","outside","smelled","like","puke","inside","smelled","like","simple","green","puke","pretty","empty","","people","friday","night","","","vegas","guess","expecting","","guess","","","","","","",""
"","","sucker","prices","damage","vehicles","fake","","","existent","options","want","talk","like","cars","brand","","save","tome","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"place","","even","fridge","room","pool","closes","","","windows","dirty","room","room","kichen","like","microwave","counters","","come","hotel","like","dirty","","hotels","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","strike","watched","cashier","roll","","handling","forks","spoons","knives","bear","hands","without","washing","making","change","fixing","hair","something","sole","shoe","found","","toco","contained","","shrimp","deal","place","claimed","sierra","nevada","domestic","beer","","domestic","night","","","miller","","","","sick","ripped","","","","","","","","",""
"lived","lebanon","","years","solid","exposure","food","falafels","tasty","served","pickles","parsley","tomatoes","","served","tahini","pita","fattouch","cucumber","tomatoes","little","pita","crisps","mint","parsley","anything","else","knafe","mostly","custard","thats","right","custard","never","knafe","made","custard","basically","","knafeh","","","","","","","","","","","","","","",""
"okay","","","smoker","front","fool","ordered","","pulled","pork","sandwich","worst","ever","cooked","pork","","sauce","smothered","","staff","even","admitted","","","","actually","barbecue","meat","really","supposed","nice","hilton","resort","","much","","hopefully","find","someone","","cook","","actually","start","serving","real","","","","","","","","",""
"sent","message","online","","response","texted","suggested","voicemail","received","text","telling","check","alignment","lights","problem","call","follow","text","schedule","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"came","","","order","","washroom","wash","hands","lady","name","raman","yells","washrooms","closed","realize","ordering","food","told","open","asked","","closed","reply","cleaned","washrooms","already","closing","","","workers","","","","","","","","","","","","","","","","","","","","","","","","",""
"totally","","owner","said","daughter","","attend","daycare","changed","urban","league","came","back","week","later","staff","saying","attend","left","message","owner","call","always","town","never","","return","calls","thank","wasting","damn","time","","","","","","","","","","","","","","","","","","","","","","",""
"since","james","commented","review","","back","assure","","afford","price","structure","expect","","notch","work","paying","prices","charge","complain","last","","weeks","wealthy","people","like","waste","money","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","gotten","trendier","years","think","items","past","granny","years","","outlet","location","think","","pants","wide","heeled","shoes","clogs","stuff","pulling","closet","donate","deduction","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"rude","liar","service","","","","","tinted","lady","said","call","noon","call","back","almost","","","told","left","message","voice","missed","call","cell","phone","told","lying","became","rude","","cheverlet","dealer","","vegas","","","service","","boozo","cheverlet","worst","","","","","","","","","","","","","",""
