CommodityCode,CommodityDescription,CountryCode,CountryName,MarketYear,CalendarYear,Month,AttributeId,AttributeDescription,UnitId,UnitDescription,Value
0577400,"Almonds, Shelled Basis        ",HK,Hong Kong                     ,2010,2014,10,176,Ending Stocks,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",HK,Hong Kong                     ,2010,2014,10,178,Total Distribution,21,(MT)                ,20300.0
0577400,"Almonds, Shelled Basis        ",IN,India                         ,2010,2018,10,1,Area Planted,12,(HA)                ,0.0
0577400,"Almonds, Shelled Basis        ",IN,India                         ,2010,2018,10,4,Area Harvested,12,(HA)                ,0.0
0577400,"Almonds, Shelled Basis        ",IN,India                         ,2010,2018,10,17,Bearing Trees,10,(1000 TREES)        ,0.0
0577400,"Almonds, Shelled Basis        ",IN,India                         ,2010,2018,10,19,Non-Bearing Trees,10,(1000 TREES)        ,0.0
0577400,"Almonds, Shelled Basis        ",IN,India                         ,2010,2018,10,16,Total Trees,10,(1000 TREES)        ,0.0
0577400,"Almonds, Shelled Basis        ",IN,India                         ,2010,2018,10,20,Beginning Stocks,21,(MT)                ,12000.0
0577400,"Almonds, Shelled Basis        ",IN,India                         ,2010,2018,10,28,Production,21,(MT)                ,4500.0
0577400,"Almonds, Shelled Basis        ",IN,India                         ,2010,2018,10,57,Imports,21,(MT)                ,54100.0
0577400,"Almonds, Shelled Basis        ",IN,India                         ,2010,2018,10,86,Total Supply,21,(MT)                ,70600.0
0577400,"Almonds, Shelled Basis        ",IN,India                         ,2010,2018,10,88,Exports,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",IN,India                         ,2010,2018,10,125,Domestic Consumption,21,(MT)                ,57500.0
0577400,"Almonds, Shelled Basis        ",IN,India                         ,2010,2018,10,176,Ending Stocks,21,(MT)                ,13100.0
0577400,"Almonds, Shelled Basis        ",IN,India                         ,2010,2018,10,178,Total Distribution,21,(MT)                ,70600.0
0577400,"Almonds, Shelled Basis        ",IR,Iran                          ,2010,2010,10,1,Area Planted,12,(HA)                ,0.0
0577400,"Almonds, Shelled Basis        ",IR,Iran                          ,2010,2010,10,4,Area Harvested,12,(HA)                ,0.0
0577400,"Almonds, Shelled Basis        ",IR,Iran                          ,2010,2010,10,17,Bearing Trees,10,(1000 TREES)        ,0.0
0577400,"Almonds, Shelled Basis        ",IR,Iran                          ,2010,2010,10,19,Non-Bearing Trees,10,(1000 TREES)        ,0.0
0577400,"Almonds, Shelled Basis        ",IR,Iran                          ,2010,2010,10,16,Total Trees,10,(1000 TREES)        ,0.0
0577400,"Almonds, Shelled Basis        ",IR,Iran                          ,2010,2010,10,20,Beginning Stocks,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",IR,Iran                          ,2010,2010,10,28,Production,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",IR,Iran                          ,2010,2010,10,57,Imports,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",IR,Iran                          ,2010,2010,10,86,Total Supply,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",IR,Iran                          ,2010,2010,10,88,Exports,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",IR,Iran                          ,2010,2010,10,125,Domestic Consumption,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",IR,Iran                          ,2010,2010,10,176,Ending Stocks,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",IR,Iran                          ,2010,2010,10,178,Total Distribution,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",IS,Israel                        ,2010,2018,10,1,Area Planted,12,(HA)                ,0.0
0577400,"Almonds, Shelled Basis        ",IS,Israel                        ,2010,2018,10,4,Area Harvested,12,(HA)                ,0.0
0577400,"Almonds, Shelled Basis        ",IS,Israel                        ,2010,2018,10,17,Bearing Trees,10,(1000 TREES)        ,0.0
0577400,"Almonds, Shelled Basis        ",IS,Israel                        ,2010,2018,10,19,Non-Bearing Trees,10,(1000 TREES)        ,0.0
0577400,"Almonds, Shelled Basis        ",IS,Israel                        ,2010,2018,10,16,Total Trees,10,(1000 TREES)        ,0.0
0577400,"Almonds, Shelled Basis        ",IS,Israel                        ,2010,2018,10,20,Beginning Stocks,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",IS,Israel                        ,2010,2018,10,28,Production,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",IS,Israel                        ,2010,2018,10,57,Imports,21,(MT)                ,3100.0
0577400,"Almonds, Shelled Basis        ",IS,Israel                        ,2010,2018,10,86,Total Supply,21,(MT)                ,3100.0
0577400,"Almonds, Shelled Basis        ",IS,Israel                        ,2010,2018,10,88,Exports,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",IS,Israel                        ,2010,2018,10,125,Domestic Consumption,21,(MT)                ,3100.0
0577400,"Almonds, Shelled Basis        ",IS,Israel                        ,2010,2018,10,176,Ending Stocks,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",IS,Israel                        ,2010,2018,10,178,Total Distribution,21,(MT)                ,3100.0
0577400,"Almonds, Shelled Basis        ",IT,Italy                         ,2010,2010,10,1,Area Planted,12,(HA)                ,0.0
0577400,"Almonds, Shelled Basis        ",IT,Italy                         ,2010,2010,10,4,Area Harvested,12,(HA)                ,0.0
0577400,"Almonds, Shelled Basis        ",IT,Italy                         ,2010,2010,10,17,Bearing Trees,10,(1000 TREES)        ,0.0
0577400,"Almonds, Shelled Basis        ",IT,Italy                         ,2010,2010,10,19,Non-Bearing Trees,10,(1000 TREES)        ,0.0
0577400,"Almonds, Shelled Basis        ",IT,Italy                         ,2010,2010,10,16,Total Trees,10,(1000 TREES)        ,0.0
0577400,"Almonds, Shelled Basis        ",IT,Italy                         ,2010,2010,10,20,Beginning Stocks,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",IT,Italy                         ,2010,2010,10,28,Production,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",IT,Italy                         ,2010,2010,10,57,Imports,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",IT,Italy                         ,2010,2010,10,86,Total Supply,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",IT,Italy                         ,2010,2010,10,88,Exports,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",IT,Italy                         ,2010,2010,10,125,Domestic Consumption,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",IT,Italy                         ,2010,2010,10,176,Ending Stocks,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",IT,Italy                         ,2010,2010,10,178,Total Distribution,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",JA,Japan                         ,2010,2014,10,1,Area Planted,12,(HA)                ,0.0
0577400,"Almonds, Shelled Basis        ",JA,Japan                         ,2010,2014,10,4,Area Harvested,12,(HA)                ,0.0
0577400,"Almonds, Shelled Basis        ",JA,Japan                         ,2010,2014,10,17,Bearing Trees,10,(1000 TREES)        ,0.0
0577400,"Almonds, Shelled Basis        ",JA,Japan                         ,2010,2014,10,19,Non-Bearing Trees,10,(1000 TREES)        ,0.0
0577400,"Almonds, Shelled Basis        ",JA,Japan                         ,2010,2014,10,16,Total Trees,10,(1000 TREES)        ,0.0
0577400,"Almonds, Shelled Basis        ",JA,Japan                         ,2010,2014,10,20,Beginning Stocks,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",JA,Japan                         ,2010,2014,10,28,Production,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",JA,Japan                         ,2010,2014,10,57,Imports,21,(MT)                ,25500.0
0577400,"Almonds, Shelled Basis        ",JA,Japan                         ,2010,2014,10,86,Total Supply,21,(MT)                ,25500.0
0577400,"Almonds, Shelled Basis        ",JA,Japan                         ,2010,2014,10,88,Exports,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",JA,Japan                         ,2010,2014,10,125,Domestic Consumption,21,(MT)                ,25500.0
0577400,"Almonds, Shelled Basis        ",JA,Japan                         ,2010,2014,10,176,Ending Stocks,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",JA,Japan                         ,2010,2014,10,178,Total Distribution,21,(MT)                ,25500.0
0577400,"Almonds, Shelled Basis        ",JO,Jordan                        ,2010,2018,10,1,Area Planted,12,(HA)                ,0.0
0577400,"Almonds, Shelled Basis        ",JO,Jordan                        ,2010,2018,10,4,Area Harvested,12,(HA)                ,0.0
0577400,"Almonds, Shelled Basis        ",JO,Jordan                        ,2010,2018,10,17,Bearing Trees,10,(1000 TREES)        ,0.0
0577400,"Almonds, Shelled Basis        ",JO,Jordan                        ,2010,2018,10,19,Non-Bearing Trees,10,(1000 TREES)        ,0.0
0577400,"Almonds, Shelled Basis        ",JO,Jordan                        ,2010,2018,10,16,Total Trees,10,(1000 TREES)        ,0.0
0577400,"Almonds, Shelled Basis        ",JO,Jordan                        ,2010,2018,10,20,Beginning Stocks,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",JO,Jordan                        ,2010,2018,10,28,Production,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",JO,Jordan                        ,2010,2018,10,57,Imports,21,(MT)                ,5100.0
0577400,"Almonds, Shelled Basis        ",JO,Jordan                        ,2010,2018,10,86,Total Supply,21,(MT)                ,5100.0
0577400,"Almonds, Shelled Basis        ",JO,Jordan                        ,2010,2018,10,88,Exports,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",JO,Jordan                        ,2010,2018,10,125,Domestic Consumption,21,(MT)                ,5100.0
0577400,"Almonds, Shelled Basis        ",JO,Jordan                        ,2010,2018,10,176,Ending Stocks,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",JO,Jordan                        ,2010,2018,10,178,Total Distribution,21,(MT)                ,5100.0
0577400,"Almonds, Shelled Basis        ",KS,"Korea, South                  ",2010,2014,10,1,Area Planted,12,(HA)                ,0.0
0577400,"Almonds, Shelled Basis        ",KS,"Korea, South                  ",2010,2014,10,4,Area Harvested,12,(HA)                ,0.0
0577400,"Almonds, Shelled Basis        ",KS,"Korea, South                  ",2010,2014,10,17,Bearing Trees,10,(1000 TREES)        ,0.0
0577400,"Almonds, Shelled Basis        ",KS,"Korea, South                  ",2010,2014,10,19,Non-Bearing Trees,10,(1000 TREES)        ,0.0
0577400,"Almonds, Shelled Basis        ",KS,"Korea, South                  ",2010,2014,10,16,Total Trees,10,(1000 TREES)        ,0.0
0577400,"Almonds, Shelled Basis        ",KS,"Korea, South                  ",2010,2014,10,20,Beginning Stocks,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",KS,"Korea, South                  ",2010,2014,10,28,Production,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",KS,"Korea, South                  ",2010,2014,10,57,Imports,21,(MT)                ,14200.0
0577400,"Almonds, Shelled Basis        ",KS,"Korea, South                  ",2010,2014,10,86,Total Supply,21,(MT)                ,14200.0
0577400,"Almonds, Shelled Basis        ",KS,"Korea, South                  ",2010,2014,10,88,Exports,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",KS,"Korea, South                  ",2010,2014,10,125,Domestic Consumption,21,(MT)                ,14200.0
0577400,"Almonds, Shelled Basis        ",KS,"Korea, South                  ",2010,2014,10,176,Ending Stocks,21,(MT)                ,0.0
0577400,"Almonds, Shelled Basis        ",KS,"Korea, South                  ",2010,2014,10,178,Total Distribution,21,(MT)                ,14200.0
0577400,"Almonds, Shelled Basis        ",MX,Mexico                        ,2010,2014,10,1,Area Planted,12,(HA)                ,0.0
0577400,"Almonds, Shelled Basis        ",MX,Mexico                        ,2010,2014,10,4,Area Harvested,12,(HA)                ,0.0
0577400,"Almonds, Shelled Basis        ",MX,Mexico                        ,2010,2014,10,17,Bearing Trees,10,(1000 TREES)        ,0.0
0577400,"Almonds, Shelled Basis        ",MX,Mexico                        ,2010,2014,10,19,Non-Bearing Trees,10,(1000 TREES)        ,0.0
